celebrity_name,partner,industry,age,season,week,judge_score,is_eliminated,v_hidden,partner_grouped_Anna Trebunskaya,partner_grouped_Artem Chigvintsev,partner_grouped_Cheryl Burke,partner_grouped_Derek Hough,partner_grouped_Edyta Sliwinska,partner_grouped_Emma Slater,partner_grouped_Gleb Savchenko,partner_grouped_Karina Smirnoff,partner_grouped_Kym Johnson,partner_grouped_Lindsay Arnold,partner_grouped_Louis van Amstel,partner_grouped_Maksim Chmerkoskiy,partner_grouped_Mark Ballas,partner_grouped_Other,partner_grouped_Peta Murgatroyd,partner_grouped_Sasha Farber,partner_grouped_Sharna Burgess,partner_grouped_Tony Dovolani,partner_grouped_Valentin Chmerkovskiy,partner_grouped_Witney Carson,industry_grouped_Athlete,industry_grouped_Comedian,industry_grouped_Entrepreneur,industry_grouped_Model,industry_grouped_Other,industry_grouped_Racing Driver,industry_grouped_Radio Personality,industry_grouped_Singer/Rapper,industry_grouped_Social Media Personality,industry_grouped_TV Personality,homestate_Alaska,homestate_Arizona,homestate_Arkansas,homestate_California,homestate_Colorado,homestate_Connecticut,homestate_Delaware,homestate_Florida,homestate_Georgia,homestate_Hawaii,homestate_Illinois,homestate_Indiana,homestate_Iowa,homestate_Kansas,homestate_Kentucky,homestate_Louisiana,homestate_Maine,homestate_Maryland,homestate_Massachusetts,homestate_Michigan,homestate_Minnesota,homestate_Mississippi,homestate_Missouri,homestate_Nebraska,homestate_Nevada,homestate_New Hamshire,homestate_New Jersey,homestate_New Mexico,homestate_New York,homestate_North Carolina,homestate_Ohio,homestate_Oregon,homestate_Pennsylvania,homestate_Rhode Island,homestate_South Carolina,homestate_South Dakota,homestate_Tennessee,homestate_Texas,homestate_Unknown,homestate_Utah,homestate_Virginia,homestate_Washington,homestate_Washington D.C.,homestate_West Virginia,homestate_Wisconsin,region_Australia,region_Brazil,region_Canada,region_Chile,region_Croatia,region_Cuba,region_Czechoslovakia,region_England,region_France,region_Germany,region_Ireland,region_Italy,region_Mexico,region_New Zealand,region_Philippines,region_Poland,region_Russia,region_South Africa,region_South Korea,region_Spain,region_Taiwan China,region_United States,region_Venezuela,region_Wales,region_Yugoslavia,Est_Fan_Support,Est_Fan_Uncertainty,Judge_Score_Std,Age_Std,Fan_Support_Std,prob_elimination
Kelly Monaco,Alec Mazo,Actor/Actress,29,1,5,23.5,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.3269638078748531,0.0628108357238504,-0.39260229089911464,-0.5658742850909403,3.5557544019212175,0.004676246465681824
Kelly Monaco,Alec Mazo,Actor/Actress,29,1,6,27.5,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.5124115058348789,0.0794987218703709,0.23981146828041763,-0.5658742850909403,6.751636586469479,0.00036236691373286734
Evander Holyfield,Edyta Sliwinska,Athlete,42,1,1,18.0,0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.1700383358407396,0.0492701265622385,-1.2621712097709716,0.4442937199561859,0.8514052733396719,0.08239953957406321
Evander Holyfield,Edyta Sliwinska,Athlete,42,1,2,14.0,0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.1969528807185508,0.0352083946371739,-1.8945849689505039,0.4442937199561859,1.3152326242661987,0.05361285165070298
Evander Holyfield,Edyta Sliwinska,Athlete,42,1,3,13.0,1,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.1877474003746797,0.0371848182087388,-2.052688408745387,0.4442937199561859,1.1565915035900696,0.05956696741337734
Rachel Hunter,Jonathan Roberts,Model,35,1,1,20.0,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.1633738468540735,0.0446801959603185,-0.9459643301812054,-0.09964289814611284,0.7365539063186836,0.11353115378937692
Rachel Hunter,Jonathan Roberts,Model,35,1,2,24.0,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.1535378726182064,0.0439821204347358,-0.3135505710016731,-0.09964289814611284,0.5670472735921924,0.1373388068940011
Rachel Hunter,Jonathan Roberts,Model,35,1,3,26.0,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.176662281953788,0.0529649088393867,0.0026563085880930305,-0.09964289814611284,0.9655579514638415,0.1064139458978151
Rachel Hunter,Jonathan Roberts,Model,35,1,4,25.0,1,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.1830269105030839,0.0343570896067996,-0.15544713120679005,-0.09964289814611284,1.0752417233074074,0.09639872882024339
Joey McIntyre,Ashly DelGrosso,Singer/Rapper,32,1,1,20.0,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.1643824398339814,0.0451389492729253,-0.9459643301812054,-0.33275859161852656,0.7539353263708373,0.04617012512967377
Joey McIntyre,Ashly DelGrosso,Singer/Rapper,32,1,2,21.0,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.1695061397587794,0.0460247736813036,-0.7878608903863223,-0.33275859161852656,0.8422337603161475,0.04386932969661489
Joey McIntyre,Ashly DelGrosso,Singer/Rapper,32,1,3,22.0,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.2065498800927272,0.0556008201343454,-0.6297574505914393,-0.33275859161852656,1.4806209232984273,0.02686937945375871
Joey McIntyre,Ashly DelGrosso,Singer/Rapper,32,1,4,20.0,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.2954264138293124,0.0366078671326094,-0.9459643301812054,-0.33275859161852656,3.01225994560854,0.007440635675189117
Joey McIntyre,Ashly DelGrosso,Singer/Rapper,32,1,5,22.5,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.3582472184670452,0.0626139384395286,-0.5507057306939978,-0.33275859161852656,4.094871876461376,0.0032077484523722324
Trista Sutter,Louis van Amstel,TV Personality,32,1,1,18.0,0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.1701104733837348,0.0470440610670278,-1.2621712097709716,-0.33275859161852656,0.852648443737749,0.05120557146704659
Trista Sutter,Louis van Amstel,TV Personality,32,1,2,19.0,1,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.1240759305212983,0.0218437707597311,-1.1040677699760886,-0.33275859161852656,0.05931977465070114,0.0958055443569497
Tatum O'Neal,Nick Kosovich,Actor/Actress,42,2,1,23.0,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.1040662808909847,0.0398633928997725,-0.4716540107965562,0.4442937199561859,-0.2855132077805843,0.13373960232746818
Tatum O'Neal,Nick Kosovich,Actor/Actress,42,2,2,17.0,1,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.078516140831149,0.019322769631617,-1.4202746495658547,0.4442937199561859,-0.7258273142816148,0.16506286649799853
Tia Carrere,Maksim Chmerkoskiy,Actor/Actress,39,2,1,20.0,0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.1011940852514081,0.037129470833909,-0.9459643301812054,0.21117802648377215,-0.33501071557406825,0.093409427822616
Tia Carrere,Maksim Chmerkoskiy,Actor/Actress,39,2,2,22.0,0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.1082968291259793,0.0386384823103122,-0.6297574505914393,0.21117802648377215,-0.21260675553653602,0.08826597480498519
Tia Carrere,Maksim Chmerkoskiy,Actor/Actress,39,2,3,26.0,0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.1125645664734357,0.0303912181421045,0.0026563085880930305,0.21117802648377215,-0.13905941088301993,0.08963193630557711
Tia Carrere,Maksim Chmerkoskiy,Actor/Actress,39,2,4,25.0,0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.1274795047054938,0.0401645585989626,-0.15544713120679005,0.21117802648377215,0.11797470657335815,0.07243824714908523
Tia Carrere,Maksim Chmerkoskiy,Actor/Actress,39,2,5,22.0,1,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.1334248557090392,0.0333992237429767,-0.6297574505914393,0.21117802648377215,0.22043292828292368,0.06340867055955988
George Hamilton,Edyta Sliwinska,Actor/Actress,66,2,1,18.0,0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.1023778342003262,0.0320755907016776,-1.2621712097709716,2.3092192677354957,-0.31461077414346317,0.25985862496278944
George Hamilton,Edyta Sliwinska,Actor/Actress,66,2,2,22.0,0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.1173655264759905,0.0392378949742116,-0.6297574505914393,2.3092192677354957,-0.056322861927847835,0.2346161534367335
George Hamilton,Edyta Sliwinska,Actor/Actress,66,2,3,22.0,0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.1363701114484153,0.0328336991460879,-0.6297574505914393,2.3092192677354957,0.2711895052043559,0.18955209297743525
George Hamilton,Edyta Sliwinska,Actor/Actress,66,2,4,21.0,0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.1660851241301728,0.0428548624543639,-0.7878608903863223,2.3092192677354957,0.7832782541502972,0.13064548221528732
George Hamilton,Edyta Sliwinska,Actor/Actress,66,2,5,24.0,0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.1908717890805346,0.0517181660958699,-0.3135505710016731,2.3092192677354957,1.2104351388170635,0.10066497107343171
George Hamilton,Edyta Sliwinska,Actor/Actress,66,2,6,23.0,1,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.180623933201438,0.0379342584966348,-0.4716540107965562,2.3092192677354957,1.033830412017583,0.11270560029514119
