Season,Week,Contestant,Judge_Score,Est_Fan_Support,Est_Fan_Uncertainty,Voting_Mode
3,4,Willa Ford,28.0,0.12528759077355048,0.02823204319442828,percent
3,4,Sara Evans,20.0,0.14085387696520227,0.022948148834605865,percent
3,4,Jerry Springer,22.0,0.1370565281824375,0.02535064104487985,percent
3,5,Monique Coleman,27.0,0.14921876631425285,0.028762302147007365,percent
3,5,Joey Lawrence,25.0,0.14687877428092505,0.025608320838581475,percent
3,5,Mario Lopez,27.0,0.14322486339377624,0.024683740239108683,percent
3,5,Emmitt Smith,27.0,0.15100087731320033,0.02909833046382409,percent
3,5,Willa Ford,27.0,0.09508232584363599,0.012963333244877398,percent
3,5,Sara Evans,24.0,0.1585275157106704,0.025943193150798263,percent
3,5,Jerry Springer,24.0,0.1560668771435391,0.026634910050637523,percent
3,6,Monique Coleman,23.0,0.20046826374666232,0.04028752742875847,percent
3,6,Joey Lawrence,24.0,0.197129840783981,0.03957021255029808,percent
3,6,Mario Lopez,28.0,0.19451433919918107,0.038650224894338454,percent
3,6,Emmitt Smith,25.0,0.20156191195871645,0.0396668305555339,percent
3,6,Jerry Springer,18.0,0.20632564431145917,0.04003345276800031,percent
3,7,Monique Coleman,27.0,0.20846539411962592,0.03074439765974041,percent
3,7,Joey Lawrence,28.5,0.2042149764237425,0.03163118488810346,percent
3,7,Mario Lopez,28.0,0.2040012914529635,0.031942200620440286,percent
3,7,Emmitt Smith,28.5,0.2073638909008545,0.033449749568123695,percent
3,7,Jerry Springer,23.0,0.1759544471028135,0.020188187637053438,percent
3,8,Monique Coleman,26.5,0.20665991020890792,0.02228382227359393,percent
3,8,Joey Lawrence,27.0,0.2675858706363678,0.035183963944577526,percent
3,8,Mario Lopez,28.5,0.25945135276040415,0.035722057462181205,percent
3,8,Emmitt Smith,27.0,0.26630286639432016,0.03463811354410196,percent
3,9,Joey Lawrence,29.5,0.3371364695494672,0.04726965519122203,percent
3,9,Mario Lopez,29.5,0.32951186294668955,0.0481061715392565,percent
3,9,Emmitt Smith,29.5,0.33335166750384304,0.047687131120593085,percent
3,10,Mario Lopez,29.666600000000003,0.49562696143580814,0.05618272994738791,percent
3,10,Emmitt Smith,29.666600000000003,0.504373038564192,0.0561827299473879,percent
4,1,John Ratzenberger,17.0,0.09110334678872649,0.022961636598344902,percent
4,1,Ian Ziering,21.0,0.0906334455162262,0.022498891882776716,percent
4,1,Clyde Drexler,16.0,0.09075000988529823,0.023172879052680055,percent
4,1,Laila Ali,23.0,0.0909865571888096,0.02260408858174591,percent
4,1,Apolo Anton Ohno,21.0,0.09113299651467006,0.02347397972554291,percent
4,1,Shandi Finnessey,19.0,0.09153114129249135,0.022734659643068037,percent
4,1,Paulina Porizkova,19.0,0.09091731845318052,0.02307547236102419,percent
4,1,Heather Mills,18.0,0.09122366946715549,0.023272007414086818,percent
4,1,Billy Ray Cyrus,13.0,0.09087476721382712,0.0228439771727212,percent
4,1,Joey Fatone,24.0,0.09058741997443223,0.023198264008946617,percent
4,1,Leeza Gibbons,15.0,0.09025932770518263,0.023122915992258387,percent
4,2,John Ratzenberger,21.0,0.09638106268227,0.02199666551487949,percent
4,2,Ian Ziering,22.0,0.09493614256640082,0.021819748664984883,percent
4,2,Clyde Drexler,18.0,0.10074422382246381,0.0197969938399185,percent
4,2,Laila Ali,27.0,0.09002689616573843,0.02271651678630033,percent
4,2,Apolo Anton Ohno,26.0,0.09409992112877327,0.02236393616862202,percent
4,2,Shandi Finnessey,20.0,0.0951289177777929,0.02048273356133078,percent
4,2,Paulina Porizkova,21.0,0.05894148765270062,0.009014806963857681,percent
4,2,Heather Mills,24.0,0.09218264833544905,0.021500843855973808,percent
4,2,Billy Ray Cyrus,21.0,0.09420379564075938,0.021916515172240986,percent
4,2,Joey Fatone,24.0,0.09068782960406982,0.022529045285881996,percent
4,2,Leeza Gibbons,21.0,0.09266707462358192,0.019981319313384246,percent
4,3,John Ratzenberger,20.0,0.11024705474594967,0.021155240287878976,percent
4,3,Ian Ziering,24.0,0.10160923445034864,0.025683148445709427,percent
4,3,Clyde Drexler,16.0,0.11845409889176263,0.019487825826549753,percent
4,3,Laila Ali,21.0,0.1007519298319183,0.022679752895047887,percent
4,3,Apolo Anton Ohno,23.0,0.10434020256177894,0.02409073149967285,percent
4,3,Shandi Finnessey,21.0,0.06493645870682109,0.009932777336727296,percent
4,3,Heather Mills,24.0,0.09915642760007669,0.0228811774027252,percent
4,3,Billy Ray Cyrus,21.0,0.10319468371684709,0.02273417343978751,percent
4,3,Joey Fatone,24.0,0.097428997278502,0.023543329533558522,percent
4,3,Leeza Gibbons,24.0,0.09988091221599495,0.025573859153527785,percent
4,4,John Ratzenberger,16.0,0.1239343002083396,0.0239548206703236,percent
4,4,Ian Ziering,24.0,0.10973030219623241,0.02617198653362354,percent
4,4,Clyde Drexler,15.0,0.13079469653474074,0.025523551585072822,percent
4,4,Laila Ali,21.0,0.11135458975121892,0.025808551201477962,percent
4,4,Apolo Anton Ohno,26.0,0.11268266597057724,0.026124140796383893,percent
4,4,Heather Mills,23.0,0.10963008441447121,0.02646996483852418,percent
4,4,Billy Ray Cyrus,21.0,0.11155920798739334,0.025521652643187957,percent
4,4,Joey Fatone,28.0,0.10633503521953953,0.025832379622012864,percent
4,4,Leeza Gibbons,16.0,0.0839791177174868,0.013863961995664968,percent
4,5,John Ratzenberger,18.0,0.13657651048691874,0.026674607434835417,percent
4,5,Ian Ziering,24.0,0.12375169172911576,0.029298141563201825,percent
4,5,Clyde Drexler,13.0,0.11220815971258065,0.01773842713151293,percent
4,5,Laila Ali,28.0,0.12337410795634214,0.027754065878694157,percent
4,5,Apolo Anton Ohno,30.0,0.12470233379329357,0.029610145917330823,percent
4,5,Heather Mills,21.0,0.12404496449862841,0.02660088109395057,percent
4,5,Billy Ray Cyrus,17.0,0.13405753362490747,0.025612021285935028,percent
4,5,Joey Fatone,25.0,0.12128469819821323,0.02832747477310405,percent
4,6,John Ratzenberger,19.0,0.1641312843949054,0.025881513395135426,percent
4,6,Ian Ziering,24.0,0.14511118926849623,0.02842620307757054,percent
4,6,Laila Ali,28.0,0.14450695314398554,0.03006692854130177,percent
4,6,Apolo Anton Ohno,28.0,0.14418652456234177,0.03025560291587097,percent
4,6,Heather Mills,23.0,0.10199956769638298,0.015624773042887372,percent
4,6,Billy Ray Cyrus,21.0,0.15865255744392134,0.026332372970022118,percent
4,6,Joey Fatone,27.0,0.141411923489967,0.02855128842681143,percent
4,7,John Ratzenberger,22.5,0.1377682147097497,0.017162244491640367,percent
4,7,Ian Ziering,27.0,0.16785241235206785,0.0310209780090044,percent
4,7,Laila Ali,29.5,0.1644326247575776,0.031210828007686393,percent
4,7,Apolo Anton Ohno,27.0,0.16681365165120585,0.028415569826236012,percent
4,7,Billy Ray Cyrus,19.0,0.1984078864657877,0.025178298190563227,percent
4,7,Joey Fatone,29.5,0.16472521006361188,0.0323322083882014,percent
4,8,Ian Ziering,23.5,0.2111778694316109,0.03133708234304781,percent
4,8,Laila Ali,26.5,0.20076378114330387,0.0331358066139277,percent
4,8,Apolo Anton Ohno,29.0,0.19983333403509942,0.035272376619172784,percent
4,8,Billy Ray Cyrus,19.0,0.18918069778643887,0.023708450943411497,percent
4,8,Joey Fatone,27.5,0.19904431760354727,0.033721470207140024,percent
4,9,Ian Ziering,29.0,0.20594189614257186,0.02273746790114158,percent
4,9,Laila Ali,30.0,0.26582026287698146,0.03616991075601354,percent
4,9,Apolo Anton Ohno,29.5,0.2648125923601738,0.03591326798364145,percent
4,9,Joey Fatone,30.0,0.2634252486202726,0.03697970088833217,percent
4,10,Laila Ali,28.333200000000005,0.33365820929997997,0.047831579847581136,percent
4,10,Apolo Anton Ohno,29.3332,0.33325699553278976,0.04808416202345813,percent
4,10,Joey Fatone,28.6665,0.33308479516723083,0.048134183555369775,percent
5,1,Cameron Mathison,21.0,0.08543787993205622,0.020878931163744636,percent
5,1,Jane Seymour,24.0,0.08408484437171695,0.02149850184246083,percent
5,1,Sabrina Bryan,26.0,0.08347721850783965,0.021882194333518675,percent
5,1,Jennie Garth,21.0,0.08489559080442963,0.020756484203194432,percent
5,1,Floyd Mayweather Jr. ,18.0,0.08869690590593601,0.01946434378314557,percent
5,1,Josie Maran,16.0,0.06270195475206132,0.010776833004258395,percent
5,1,Albert Reed,21.0,0.08613614877018144,0.02107957784617122,percent
5,1,Helio Castroneves,25.0,0.08358343748107773,0.020441780922934995,percent
5,1,Mel B,24.0,0.08362182920740226,0.020760805201668557,percent
5,1,Wayne Newton,19.0,0.08751531535728432,0.0201102651875622,percent
5,1,Marie Osmond,21.0,0.08579204283930482,0.02232063142316524,percent
5,1,Mark Cuban,21.0,0.08405683207070998,0.02072541837402038,percent
5,2,Cameron Mathison,21.0,0.09459505709945712,0.021439060298167452,percent
5,2,Jane Seymour,21.0,0.09314544058490407,0.019521929873879188,percent
5,2,Sabrina Bryan,26.0,0.08985857712967299,0.0221864554145436,percent
5,2,Jennie Garth,21.0,0.09485388481312576,0.021028886695521703,percent
5,2,Floyd Mayweather Jr. ,21.0,0.09451457593339818,0.02076952087267104,percent
5,2,Albert Reed,21.0,0.05568270004071165,0.009011056427046416,percent
5,2,Helio Castroneves,27.0,0.09115641146905065,0.02381194169064779,percent
5,2,Mel B,23.0,0.09234039649201849,0.023049835228023285,percent
5,2,Wayne Newton,15.0,0.10464728822197437,0.017736070625374127,percent
5,2,Marie Osmond,24.0,0.09138367677250502,0.023436889172573354,percent
5,2,Mark Cuban,18.0,0.09782199144318172,0.019923846219008154,percent
5,3,Cameron Mathison,23.0,0.10507800990109366,0.023243871906184356,percent
5,3,Jane Seymour,27.0,0.10027040919960852,0.023686438086867347,percent
5,3,Sabrina Bryan,27.0,0.0973008273691905,0.023739002118209278,percent
5,3,Jennie Garth,26.0,0.10173725655601684,0.024776872081179672,percent
5,3,Floyd Mayweather Jr. ,21.0,0.10540417049400881,0.02158296833200941,percent
5,3,Helio Castroneves,24.0,0.10083221993304989,0.0230169015368247,percent
5,3,Mel B,27.0,0.099879432925935,0.02411156960893951,percent
5,3,Wayne Newton,18.0,0.08051525842008997,0.012474140671698579,percent
5,3,Marie Osmond,26.0,0.09937696678036195,0.024312482194633778,percent
5,3,Mark Cuban,20.0,0.10960544842064464,0.023158030085836483,percent
5,4,Cameron Mathison,27.0,0.1158472854346919,0.025884229634656933,percent
5,4,Jane Seymour,26.0,0.11558331829842941,0.02457050702662823,percent
5,4,Sabrina Bryan,30.0,0.10843022556385648,0.02571881223931751,percent
5,4,Jennie Garth,27.0,0.11354143287653853,0.02486416409012097,percent
5,4,Floyd Mayweather Jr. ,23.0,0.08008778271174244,0.012756960037052189,percent
5,4,Helio Castroneves,27.0,0.11507527378078436,0.025394501568177352,percent
5,4,Mel B,26.0,0.11439046181435793,0.025456221830405197,percent
5,4,Marie Osmond,26.0,0.11337769631202026,0.025086347504224175,percent
5,4,Mark Cuban,22.0,0.12366652320757886,0.024082722680417057,percent
5,5,Cameron Mathison,26.0,0.1293743817017085,0.02772626750308483,percent
5,5,Jane Seymour,26.0,0.12669002271893032,0.0267064872024882,percent
5,5,Sabrina Bryan,28.0,0.12260961824869361,0.02628603814119183,percent
5,5,Jennie Garth,25.0,0.12873709116764506,0.02579701824081545,percent
5,5,Helio Castroneves,23.0,0.134288810630837,0.025965007080073783,percent
5,5,Mel B,29.0,0.1257883975822288,0.028396462814161482,percent
5,5,Marie Osmond,21.0,0.134648125827609,0.02393133934363326,percent
5,5,Mark Cuban,21.0,0.0978635521223477,0.014570775396840367,percent
5,6,Cameron Mathison,25.0,0.14874026334810864,0.02635155044579722,percent
5,6,Jane Seymour,22.0,0.155798852388762,0.025655421111903054,percent
5,6,Sabrina Bryan,25.0,0.10027694016190274,0.01505138808588076,percent
5,6,Jennie Garth,27.0,0.14732463023472736,0.027518665290024037,percent
5,6,Helio Castroneves,28.0,0.1479684686516645,0.029200069665450194,percent
5,6,Mel B,30.0,0.14359210087638166,0.02991054706845545,percent
5,6,Marie Osmond,23.0,0.15629874433845317,0.025180827289061743,percent
5,7,Cameron Mathison,25.5,0.17500210562977023,0.02903371086170278,percent
5,7,Jane Seymour,25.0,0.1272112370290968,0.01707633614503686,percent
5,7,Jennie Garth,26.5,0.1741675764244444,0.030478949627438478,percent
5,7,Helio Castroneves,26.0,0.17515186454990703,0.029842262399547674,percent
5,7,Mel B,27.0,0.16727361605900454,0.029514042365590163,percent
5,7,Marie Osmond,26.0,0.1811936003077772,0.030452423150015718,percent
5,8,Cameron Mathison,25.5,0.15738519259147518,0.019480232060621546,percent
5,8,Jennie Garth,25.0,0.2152992572876552,0.02995742280664902,percent
5,8,Helio Castroneves,28.5,0.20770942300941692,0.03246453021575336,percent
5,8,Mel B,28.0,0.20147583544431466,0.03123072972279238,percent
5,8,Marie Osmond,24.5,0.2181302916671381,0.03131861136542048,percent
5,9,Jennie Garth,29.0,0.20422969568599597,0.02174840975398258,percent
5,9,Helio Castroneves,30.0,0.26386073682602096,0.034381921904378776,percent
5,9,Mel B,30.0,0.257093259894346,0.03267820392357555,percent
5,9,Marie Osmond,28.0,0.2748163075936374,0.0326877618290885,percent
5,10,Helio Castroneves,27.999900000000004,0.3320839603892876,0.04805514931388368,percent
5,10,Mel B,28.333199999999998,0.32388193108347846,0.047867373087267816,percent
5,10,Marie Osmond,23.0,0.3440341085272344,0.047739467796476705,percent
6,1,Cristian de la Fuente,21.0,0.08348495357031667,0.021616500974027123,percent
6,1,Steve Guttenberg,18.0,0.08356040918884078,0.021871724727602748,percent
6,1,Priscilla Presley,24.0,0.08342004553532852,0.022135415069716103,percent
6,1,Marlee Matlin,22.0,0.08273157659911039,0.021675297020513663,percent
6,1,Shannon Elizabeth,21.0,0.08366834782900547,0.022008801083298276,percent
6,1,Marissa Jaret Winokur,18.0,0.0831593133720766,0.021928415066669586,percent
6,1,Jason Taylor,22.0,0.08361890629841634,0.021309490257856844,percent
6,1,Kristi Yamaguchi,27.0,0.08282607041803516,0.02151074533588345,percent
6,1,Monica Seles,15.0,0.08361303510952382,0.021604178666428987,percent
6,1,Penn Jillette,16.0,0.08350936843160199,0.021492851918548363,percent
6,1,Adam Carolla,15.0,0.08347029484158847,0.021984128916244308,percent
6,1,Mario,24.0,0.08293767880615553,0.021612061485501027,percent
6,2,Cristian de la Fuente,20.0,0.08508194906792667,0.02018698852837941,percent
6,2,Steve Guttenberg,16.0,0.09010104700687566,0.019475568139556036,percent
6,2,Priscilla Presley,21.0,0.08478254642343497,0.02027616492207023,percent
6,2,Marlee Matlin,24.0,0.08321309898363113,0.021368856719733587,percent
6,2,Shannon Elizabeth,24.0,0.08367870533978852,0.021853715183064754,percent
6,2,Marissa Jaret Winokur,21.0,0.08483822072910406,0.021088496891276797,percent
6,2,Jason Taylor,27.0,0.08412833596131183,0.022317624160237075,percent
6,2,Kristi Yamaguchi,27.0,0.083618247789204,0.02275571392228569,percent
6,2,Monica Seles,15.0,0.0727591777142119,0.019823411660297777,percent
6,2,Penn Jillette,17.0,0.0775463374104704,0.022295336462742055,percent
6,2,Adam Carolla,19.0,0.0857150619458478,0.020641397920137142,percent
6,2,Mario,26.0,0.08453727162819309,0.021924144987754777,percent
6,3,Cristian de la Fuente,25.0,0.10015082077372968,0.025734790311261916,percent
6,3,Steve Guttenberg,21.0,0.06769141127949053,0.010511212686056974,percent
6,3,Priscilla Presley,26.0,0.10108186871798046,0.02379134479096129,percent
6,3,Marlee Matlin,21.0,0.10746314781586527,0.022847202883928313,percent
6,3,Shannon Elizabeth,24.0,0.1008475463079567,0.02382760202541015,percent
6,3,Marissa Jaret Winokur,19.0,0.10833225900384807,0.021553736221417527,percent
6,3,Jason Taylor,23.0,0.10420061364341587,0.02408895555068275,percent
6,3,Kristi Yamaguchi,27.0,0.09772659166074142,0.025880967141520193,percent
6,3,Adam Carolla,21.0,0.10653495454203164,0.023345617963412103,percent
6,3,Mario,21.0,0.10597078625494048,0.022652309579712926,percent
6,4,Cristian de la Fuente,26.0,0.1113795852928771,0.026133204359896536,percent
6,4,Priscilla Presley,22.0,0.11623849278198863,0.02363454713489945,percent
6,4,Marlee Matlin,24.0,0.1177937216572701,0.024837369555486013,percent
6,4,Shannon Elizabeth,28.0,0.11148013855039604,0.02563056895034346,percent
6,4,Marissa Jaret Winokur,24.0,0.11728634229359962,0.02529571956857307,percent
6,4,Jason Taylor,29.0,0.11159027249794523,0.026806050636594723,percent
6,4,Kristi Yamaguchi,29.0,0.10905584823155846,0.025482366067041337,percent
6,4,Adam Carolla,19.0,0.0885936640473368,0.014081804479305762,percent
6,4,Mario,24.0,0.11658193464702785,0.025900759117573426,percent
6,5,Cristian de la Fuente,23.0,0.12818307269868748,0.02454153320660706,percent
6,5,Priscilla Presley,21.0,0.09587065516292695,0.01388992468036336,percent
6,5,Marlee Matlin,22.0,0.1355965105514874,0.025272989160154302,percent
6,5,Shannon Elizabeth,23.0,0.12952771295165047,0.02523816992666358,percent
6,5,Marissa Jaret Winokur,24.0,0.13372399651283157,0.027443204924441685,percent
6,5,Jason Taylor,27.0,0.125715722272686,0.027138412177572097,percent
6,5,Kristi Yamaguchi,29.0,0.12291686857759483,0.027352263865832695,percent
6,5,Mario,27.0,0.12846546127213496,0.027804878960969427,percent
6,6,Cristian de la Fuente,27.0,0.14425041760943563,0.027902388770724183,percent
6,6,Marlee Matlin,21.0,0.1169193736102657,0.016938688231334455,percent
6,6,Shannon Elizabeth,24.0,0.15183434556161043,0.027210595671889846,percent
6,6,Marissa Jaret Winokur,26.0,0.14987261370996338,0.02799839057051976,percent
6,6,Jason Taylor,24.0,0.15126623765400407,0.02868513224379498,percent
6,6,Kristi Yamaguchi,30.0,0.14002917473286788,0.02974774750109923,percent
6,6,Mario,28.0,0.14582783712185288,0.030364228275609296,percent
6,7,Cristian de la Fuente,23.0,0.1810047469820135,0.02728650315488528,percent
6,7,Shannon Elizabeth,25.5,0.12433096465593514,0.014691284613268265,percent
6,7,Marissa Jaret Winokur,26.0,0.17800016440335864,0.0297373107659316,percent
6,7,Jason Taylor,27.5,0.17398776857546566,0.030511401615351565,percent
6,7,Kristi Yamaguchi,27.0,0.16624045883818683,0.027053413812217448,percent
6,7,Mario,25.5,0.17643589654504074,0.028592181828569135,percent
6,8,Cristian de la Fuente,28.5,0.20887894469715917,0.033513700342638876,percent
6,8,Marissa Jaret Winokur,25.0,0.21978449386190432,0.030865616706218412,percent
6,8,Jason Taylor,26.0,0.21500881168684896,0.0335356727914705,percent
6,8,Kristi Yamaguchi,27.5,0.20299423240025277,0.031472679064153755,percent
6,8,Mario,26.5,0.1533335173538346,0.018551300527694832,percent
6,9,Cristian de la Fuente,28.0,0.2640585407472857,0.036348164673486484,percent
6,9,Marissa Jaret Winokur,26.0,0.21158014842582468,0.022687933525646343,percent
6,9,Jason Taylor,27.5,0.26623847613646934,0.03575332143329526,percent
6,9,Kristi Yamaguchi,28.5,0.2581228346904204,0.03613529104700191,percent
6,10,Cristian de la Fuente,26.0,0.3341882687726277,0.04857209181905251,percent
6,10,Jason Taylor,28.5,0.33717481405940697,0.049153726431254624,percent
6,10,Kristi Yamaguchi,30.0,0.3286369171679648,0.047410259669744284,percent
7,1,Ted McGinley,18.5,0.07572889127175236,0.022239114528206417,percent
7,1,Cloris Leachman,16.0,0.08030159401472843,0.018961045037846163,percent
7,1,Susan Lucci,18.5,0.07893462536153907,0.019903117329725634,percent
7,1,Cody Linley,20.5,0.07772531109984523,0.0203971552095917,percent
7,1,Misty May-Treanor,21.0,0.07663040482185055,0.019930359367658804,percent
